LineId,Process,Content,EventId,EventTemplate,ParameterList,Timestamp
174,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
175,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:02
176,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:02
177,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:02
178,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:02
179,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
180,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:02
181,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:02
182,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:02
183,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
184,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:02
185,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:02
186,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:02
187,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
188,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:02
189,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:02
190,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:02
191,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:02
192,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
193,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:02
194,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:02
195,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:02
196,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:02
197,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
198,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:02
199,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:02
200,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:02
201,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
202,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:02
203,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:02
204,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:02
205,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
206,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:02
207,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:02
208,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:02
209,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
210,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:02
211,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:02
212,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:02
213,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:02
214,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:02
215,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:03
216,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:03
217,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:03
218,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:03
219,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:03
220,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:03
221,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:03
222,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:03
223,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:03
224,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:03
225,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:03
226,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:03
227,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:03
228,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:03
229,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:03
230,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:03
231,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:03
232,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:03
233,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:03
234,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:03
235,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:03
236,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:03
237,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:04
238,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:04
239,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:04
240,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
241,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:04
242,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:04
243,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:04
244,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:04
245,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:04
246,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
247,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:04
248,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:04
249,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
250,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
251,dnsmasq[3468],query[PTR] 174.131.19.172.in-addr.arpa from 172.19.130.4,006ad4fc,query[PTR] <*>.in-addr.arpa from <*>,"['174.131.19.172', '172.19.130.4']",2022/01/24 03:57:04
252,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:04
253,dnsmasq[3468],forwarded 174.131.19.172.in-addr.arpa to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['174.131.19.172.in-addr.arpa', '127.0.0.1']",2022/01/24 03:57:04
254,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
255,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:04
256,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
257,dnsmasq[3468],reply 172.19.131.174 is vpn.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.smith.russellmitchell.com']",2022/01/24 03:57:04
258,dnsmasq[3468],reply 172.19.131.174 is vpn.dmz.smith.russellmitchell.com,a1c209ec,reply <*> is <*>,"['172.19.131.174', 'vpn.dmz.smith.russellmitchell.com']",2022/01/24 03:57:04
259,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
260,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
261,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
262,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
263,dnsmasq[3468],query[AAAA] vpn.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
264,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
265,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
266,dnsmasq[3468],reply vpn.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:04
267,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
268,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:04
269,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
270,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
271,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
272,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
273,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
274,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:04
275,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
276,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:04
277,dnsmasq[3468],query[A] vpn.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
278,dnsmasq[3468],forwarded vpn.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
279,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
280,dnsmasq[3468],reply vpn.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:04
281,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
282,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
283,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
284,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
285,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
286,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:04
287,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
288,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:04
289,dnsmasq[3468],query[AAAA] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,1c20f0f3,query[AAAA] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
290,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
291,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
292,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is NODATA-IPv6,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', 'NODATA-IPv6']",2022/01/24 03:57:04
293,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
294,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
295,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
296,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:04
297,dnsmasq[3468],query[A] vpn.dmz.smith.russellmitchell.com from 172.19.130.4,40f8343b,query[A] <*> from <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.130.4']",2022/01/24 03:57:04
298,dnsmasq[3468],forwarded vpn.dmz.smith.russellmitchell.com to 127.0.0.1,bef4b736,forwarded <*> to <*>,"['vpn.dmz.smith.russellmitchell.com', '127.0.0.1']",2022/01/24 03:57:04
299,dnsmasq[3468],nameserver 127.0.0.1 refused to do a recursive query,b0a0058c,nameserver <*> refused to do a recursive query,['127.0.0.1'],2022/01/24 03:57:04
300,dnsmasq[3468],reply vpn.dmz.smith.russellmitchell.com is 172.19.131.174,a1c209ec,reply <*> is <*>,"['vpn.dmz.smith.russellmitchell.com', '172.19.131.174']",2022/01/24 03:57:04
301,dnsmasq[3468],query[A] 3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info from 10.143.0.103,40f8343b,query[A] <*> from <*>,"['3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '10.143.0.103']",2022/01/24 03:57:06
302,dnsmasq[3468],forwarded 3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info to 192.168.231.254,bef4b736,forwarded <*> to <*>,"['3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '192.168.231.254']",2022/01/24 03:57:06
303,dnsmasq[3468],reply 3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info is 195.128.194.168,a1c209ec,reply <*> is <*>,"['3x6-.444-.Yy06n9bQUjN3K9W7/ujUucvF7LAx3DEg*S-.Vy7ZJur3KZuuy1VKZA1zGp44cmSfnsTB27-.f6AYoQ8TDhNyNIHKlw5EzF3vxGZTN5uSHc-.jQiuZg*8tppHkPskbPCCfKSMoXIac8iPz2-.payroll_2019.xlsx.email-19.kennedy-mendoza.info', '195.128.194.168']",2022/01/24 03:57:06
