LineId,Type,Timestamp,Content,EventId,EventTemplate,ParameterList
256,USER_ACCT,(1643027941.287:2429),"pid=29629 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29629', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
257,CRED_ACQ,(1643027941.287:2430),"pid=29629 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29629', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
258,LOGIN,(1643027941.287:2431),pid=29629 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=335 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29629', 'ses=335']"
259,USER_START,(1643027941.291:2432),"pid=29629 uid=0 auid=0 ses=335 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29629', 'auid=0', ""ses=335 msg='op=PAM:session_open""]"
260,CRED_DISP,(1643027941.295:2433),"pid=29629 uid=0 auid=0 ses=335 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29629', 'auid=0', ""ses=335 msg='op=PAM:setcred""]"
261,USER_END,(1643027941.295:2434),"pid=29629 uid=0 auid=0 ses=335 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29629', 'auid=0', ""ses=335 msg='op=PAM:session_close""]"
262,SERVICE_START,(1643027952.631:2435),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
263,SERVICE_STOP,(1643027952.631:2436),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
264,USER_ACCT,(1643029741.322:2437),"pid=29704 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29704', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
265,CRED_ACQ,(1643029741.322:2438),"pid=29704 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29704', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
266,LOGIN,(1643029741.322:2439),pid=29704 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=336 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29704', 'ses=336']"
267,USER_START,(1643029741.326:2440),"pid=29704 uid=0 auid=0 ses=336 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29704', 'auid=0', ""ses=336 msg='op=PAM:session_open""]"
268,CRED_DISP,(1643029741.330:2441),"pid=29704 uid=0 auid=0 ses=336 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29704', 'auid=0', ""ses=336 msg='op=PAM:setcred""]"
269,USER_END,(1643029741.330:2442),"pid=29704 uid=0 auid=0 ses=336 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29704', 'auid=0', ""ses=336 msg='op=PAM:session_close""]"
270,SERVICE_START,(1643029752.638:2443),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
271,SERVICE_STOP,(1643029752.638:2444),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
272,USER_ACCT,(1643030221.344:2445),"pid=29782 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29782', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
273,CRED_ACQ,(1643030221.348:2446),"pid=29782 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29782', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
274,LOGIN,(1643030221.348:2447),pid=29782 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=337 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29782', 'ses=337']"
275,USER_START,(1643030221.348:2448),"pid=29782 uid=0 auid=0 ses=337 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29782', 'auid=0', ""ses=337 msg='op=PAM:session_open""]"
276,CRED_DISP,(1643030221.356:2449),"pid=29782 uid=0 auid=0 ses=337 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29782', 'auid=0', ""ses=337 msg='op=PAM:setcred""]"
277,USER_END,(1643030221.356:2450),"pid=29782 uid=0 auid=0 ses=337 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29782', 'auid=0', ""ses=337 msg='op=PAM:session_close""]"
278,USER_ACCT,(1643031541.377:2451),"pid=29788 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29788', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
279,CRED_ACQ,(1643031541.381:2452),"pid=29788 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29788', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
280,LOGIN,(1643031541.381:2453),pid=29788 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=338 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29788', 'ses=338']"
281,USER_START,(1643031541.381:2454),"pid=29788 uid=0 auid=0 ses=338 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29788', 'auid=0', ""ses=338 msg='op=PAM:session_open""]"
282,CRED_DISP,(1643031541.389:2455),"pid=29788 uid=0 auid=0 ses=338 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29788', 'auid=0', ""ses=338 msg='op=PAM:setcred""]"
283,USER_END,(1643031541.389:2456),"pid=29788 uid=0 auid=0 ses=338 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29788', 'auid=0', ""ses=338 msg='op=PAM:session_close""]"
284,SERVICE_START,(1643031552.653:2457),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
285,SERVICE_STOP,(1643031552.653:2458),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
286,USER_ACCT,(1643033341.420:2459),"pid=29868 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29868', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
287,CRED_ACQ,(1643033341.424:2460),"pid=29868 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29868', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
288,LOGIN,(1643033341.424:2461),pid=29868 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=339 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29868', 'ses=339']"
289,USER_START,(1643033341.428:2462),"pid=29868 uid=0 auid=0 ses=339 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29868', 'auid=0', ""ses=339 msg='op=PAM:session_open""]"
290,CRED_DISP,(1643033341.440:2463),"pid=29868 uid=0 auid=0 ses=339 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29868', 'auid=0', ""ses=339 msg='op=PAM:setcred""]"
291,USER_END,(1643033341.444:2464),"pid=29868 uid=0 auid=0 ses=339 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29868', 'auid=0', ""ses=339 msg='op=PAM:session_close""]"
292,SERVICE_START,(1643033352.636:2465),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
293,SERVICE_STOP,(1643033352.636:2466),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
294,USER_ACCT,(1643033821.459:2467),"pid=29940 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29940', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
295,CRED_ACQ,(1643033821.459:2468),"pid=29940 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29940', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
296,LOGIN,(1643033821.459:2469),pid=29940 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=340 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29940', 'ses=340']"
297,USER_START,(1643033821.467:2470),"pid=29940 uid=0 auid=0 ses=340 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29940', 'auid=0', ""ses=340 msg='op=PAM:session_open""]"
298,CRED_DISP,(1643033821.471:2471),"pid=29940 uid=0 auid=0 ses=340 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29940', 'auid=0', ""ses=340 msg='op=PAM:setcred""]"
299,USER_END,(1643033821.471:2472),"pid=29940 uid=0 auid=0 ses=340 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29940', 'auid=0', ""ses=340 msg='op=PAM:session_close""]"
300,USER_ACCT,(1643035141.491:2473),"pid=29945 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29945', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
301,CRED_ACQ,(1643035141.491:2474),"pid=29945 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29945', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
302,LOGIN,(1643035141.491:2475),pid=29945 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=341 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=29945', 'ses=341']"
303,USER_START,(1643035141.495:2476),"pid=29945 uid=0 auid=0 ses=341 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29945', 'auid=0', ""ses=341 msg='op=PAM:session_open""]"
304,CRED_DISP,(1643035141.499:2477),"pid=29945 uid=0 auid=0 ses=341 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29945', 'auid=0', ""ses=341 msg='op=PAM:setcred""]"
305,USER_END,(1643035141.499:2478),"pid=29945 uid=0 auid=0 ses=341 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=29945', 'auid=0', ""ses=341 msg='op=PAM:session_close""]"
306,SERVICE_START,(1643035152.627:2479),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
307,SERVICE_STOP,(1643035152.627:2480),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
308,USER_ACCT,(1643036941.537:2481),"pid=30023 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30023', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
309,CRED_ACQ,(1643036941.541:2482),"pid=30023 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30023', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
310,LOGIN,(1643036941.541:2483),pid=30023 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=342 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30023', 'ses=342']"
311,USER_START,(1643036941.545:2484),"pid=30023 uid=0 auid=0 ses=342 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30023', 'auid=0', ""ses=342 msg='op=PAM:session_open""]"
312,CRED_DISP,(1643036941.549:2485),"pid=30023 uid=0 auid=0 ses=342 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30023', 'auid=0', ""ses=342 msg='op=PAM:setcred""]"
313,USER_END,(1643036941.549:2486),"pid=30023 uid=0 auid=0 ses=342 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30023', 'auid=0', ""ses=342 msg='op=PAM:session_close""]"
314,SERVICE_START,(1643036947.653:2487),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
315,SERVICE_STOP,(1643036947.653:2488),"pid=1 uid=0 auid=4294967295 ses=4294967295 msg='unit=phpsessionclean comm=""systemd"" exe=""/lib/systemd/systemd"" hostname=? addr=? terminal=? res=success'",d5100b13,<*> uid=0 auid=4294967295 ses=4294967295 <*> <*> <*> hostname=? addr=? <*> res=success',"['pid=1', ""msg='unit=phpsessionclean"", 'comm=""systemd"" exe=""/lib/systemd/systemd""', 'terminal=?']"
316,USER_ACCT,(1643037421.563:2489),"pid=30104 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30104', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
317,CRED_ACQ,(1643037421.567:2490),"pid=30104 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30104', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
318,LOGIN,(1643037421.567:2491),pid=30104 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=343 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30104', 'ses=343']"
319,USER_START,(1643037421.567:2492),"pid=30104 uid=0 auid=0 ses=343 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30104', 'auid=0', ""ses=343 msg='op=PAM:session_open""]"
320,CRED_DISP,(1643037421.571:2493),"pid=30104 uid=0 auid=0 ses=343 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30104', 'auid=0', ""ses=343 msg='op=PAM:setcred""]"
321,USER_END,(1643037421.571:2494),"pid=30104 uid=0 auid=0 ses=343 msg='op=PAM:session_close acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30104', 'auid=0', ""ses=343 msg='op=PAM:session_close""]"
322,USER_ACCT,(1643038741.596:2495),"pid=30110 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:accounting acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30110', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:accounting""]"
323,CRED_ACQ,(1643038741.596:2496),"pid=30110 uid=0 auid=4294967295 ses=4294967295 msg='op=PAM:setcred acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30110', 'auid=4294967295', ""ses=4294967295 msg='op=PAM:setcred""]"
324,LOGIN,(1643038741.596:2497),pid=30110 uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 ses=344 res=1,b7f8f4ff,<*> uid=0 old-auid=4294967295 auid=0 tty=(none) old-ses=4294967295 <*> res=1,"['pid=30110', 'ses=344']"
325,USER_START,(1643038741.600:2498),"pid=30110 uid=0 auid=0 ses=344 msg='op=PAM:session_open acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'",97f26892,"<*> uid=0 <*> <*> <*> acct=""root"" exe=""/usr/sbin/cron"" hostname=? addr=? terminal=cron res=success'","['pid=30110', 'auid=0', ""ses=344 msg='op=PAM:session_open""]"
